Frame,Prediction,Confidence,FPS
779,crocodile,0.9983,0.46
780,crocodile,0.9978,0.5
781,crocodile,0.9979,0.46
782,crocodile,0.9984,0.49
783,crocodile,0.9977,0.46
784,crocodile,0.997,0.49
785,crocodile,0.9968,0.47
786,crocodile,0.9979,0.49
787,crocodile,0.9973,0.48
788,crocodile,0.9983,0.48
789,crocodile,0.9968,0.44
790,crocodile,0.9976,0.49
791,crocodile,0.997,0.47
792,crocodile,0.9965,0.49
793,crocodile,0.9969,0.46
794,crocodile,0.9971,0.49
795,crocodile,0.9987,0.49
796,crocodile,0.9987,0.45
797,crocodile,0.9982,0.49
798,crocodile,0.9984,0.47
799,crocodile,0.9986,0.48
800,crocodile,0.9983,0.45
801,crocodile,0.9984,0.48
802,crocodile,0.9986,0.48
803,crocodile,0.9989,0.49
804,crocodile,0.9994,0.48
805,crocodile,0.9993,0.49
806,crocodile,0.9989,0.47
807,crocodile,0.999,0.49
808,crocodile,0.9992,0.46
809,crocodile,0.9991,0.49
810,crocodile,0.999,0.47
811,crocodile,0.9988,0.49
812,crocodile,0.999,0.48
813,crocodile,0.9973,0.46
814,crocodile,0.9983,0.49
815,crocodile,0.9985,0.46
816,crocodile,0.9985,0.49
817,crocodile,0.9985,0.47
818,crocodile,0.9989,0.49
819,crocodile,0.9986,0.47
820,crocodile,0.9985,0.49
821,crocodile,0.9984,0.48
822,crocodile,0.9984,0.49
823,crocodile,0.9984,0.47
824,crocodile,0.9987,0.49
825,crocodile,0.9989,0.46
826,crocodile,0.9986,0.49
827,crocodile,0.9986,0.48
828,crocodile,0.9982,0.48
829,crocodile,0.9979,0.48
830,crocodile,0.9978,0.48
831,crocodile,0.9986,0.49
832,crocodile,0.9978,0.5
833,crocodile,0.9987,0.46
834,crocodile,0.998,0.5
835,crocodile,0.9983,0.46
836,crocodile,0.9986,0.49
837,crocodile,0.998,0.47
838,crocodile,0.9978,0.49
839,crocodile,0.9977,0.48
840,crocodile,0.9976,0.49
841,crocodile,0.9721,0.48
842,crocodile,0.968,0.48
843,crocodile,0.9693,0.44
844,crocodile,0.9657,0.46
845,crocodile,0.9669,0.46
846,crocodile,0.9728,0.47
847,crocodile,0.9634,0.49
848,crocodile,0.9635,0.47
849,crocodile,0.9647,0.49
850,crocodile,0.9619,0.47
851,crocodile,0.9649,0.48
852,crocodile,0.964,0.46
853,crocodile,0.9655,0.49
854,crocodile,0.9579,0.49
855,crocodile,0.9429,0.46
856,crocodile,0.9543,0.49
857,crocodile,0.9581,0.47
858,crocodile,0.9592,0.49
859,crocodile,0.9487,0.47
